Topic,Grade,Original Question,Is Updated,Updated,Time Taken
Physics,Grade 3,"Question: Unscramble the words to form a valid sentence about the states of matter.
Answers:
1. Ice is the solid form of water.
2. Water is the liquid form of ice.
Scrambled: [the] [solid] [ice] [water] [.] [=] [is] [of] [form] [liquid]
Answers (formatted):
1. [Ice] [is] [the] [solid] [form] [of] [water] [.]
2. [Water] [is] [the] [liquid] [form] [of] [ice] [.]",False,,16.48140597343445
Physics,Grade 3,"Question: Unscramble the scrambled words to form a valid sentence about forces.
Answers:
1. Gravity is a force that pulls objects towards the Earth.
2. Friction is a force that slows down moving objects.
Scrambled: [that] [a] [is] [pulls] [Earth] [force] [towards] [.] [the] [Gravity] [slows] [down] [moving] [Friction] [objects]
Answers (formatted):
1. [Gravity] [is] [a] [force] [that] [pulls] [objects] [towards] [the] [Earth] [.]
2. [Friction] [is] [a] [force] [that] [slows] [down] [moving] [objects] [.]",False,,13.555844068527222
Physics,Grade 3,"Question: Unscramble the words to form a correct statement about magnets.
Answers:
1. Magnets attract iron objects.
2. Objects made of iron are attracted to magnets.
Scrambled: [attract] [.] [iron] [of] [objects] [magnets] [to] [made]
Answers (formatted):
1. [Magnets] [attract] [iron] [objects] [.]
2. [Objects] [made] [of] [iron] [are] [attracted] [to] [magnets] [.]",False,,16.15354299545288
Physics,Grade 3,"Question: Unscramble the words to form a correct statement about gravity.
Answers:
1. The Earth's gravity pulls objects towards it.
2. Gravity pulls objects towards the Earth.
Scrambled: [towards] [it] [Earth's] [.] [pulls] [the] [objects] [gravity] [Earth]
Answers (formatted):
1. [The] [Earth's] [gravity] [pulls] [objects] [towards] [it] [.]
2. [Gravity] [pulls] [objects] [towards] [the] [Earth] [.]",False,,14.161054134368896
Physics,Grade 3,"Question: Unscramble the words to describe one of the three common states of matter.
Answers:
1. Solid has a fixed shape
2. Liquid takes the shape of its container
Scrambled: [shape] [has] [.] [fixed] [of] [takes] [Liquid] [Solid] [container] [its] [the] [green] [?]
Answers (formatted):
1. [Solid] [has] [a] [fixed] [shape] [.]
2. [Liquid] [takes] [the] [shape] [of] [its] [container] [.]",False,,18.222262144088745
Physics,Grade 3,"Question: Unscramble the scrambled words to identify a state of matter.
Answers:
1. Solid
2. Liquid
Scrambled: [7] [iqLdui] [pleamex] [odliS] [?]
Answers (formatted):
1. [odliS]
2. [iqLdui]",False,,25.22910499572754
Physics,Grade 3,"Question: Unscramble the words to form a valid sentence about states of matter.
Answers:
1. Water can change from ice to vapor.
2. Water can change from vapor to ice.
Scrambled: [change] [ice] [.] [water] [can] [vapor] [to] [from]
Answers (formatted):
1. [Water] [can] [change] [from] [ice] [to] [vapor] [.]
2. [Water] [can] [change] [from] [vapor] [to] [ice] [.]",False,,9.764613151550293
Photosynthesis,Grade 10,"Question: Unscramble the scrambled words to form a valid sentence related to photosynthesis.
Answers:
1. Photosynthesis produces oxygen and glucose.
2. Plants use sunlight for photosynthesis.
Scrambled: [sunlight] [and] [glucose] [.] [for] [use] [produces] [plants] [oxygen] [photon] [photosynthesis]
Answers (formatted):
1. [Photosynthesis] [produces] [oxygen] [and] [glucose] [.]
2. [Plants] [use] [sunlight] [for] [photosynthesis] [.]",False,,27.509037017822266
Photosynthesis,Grade 10,"Question: Unscramble the scrambled words to form a valid sentence explaining photosynthesis.
Answers:
1. Photosynthesis occurs when plants convert sunlight into energy.
2. In photosynthesis, sunlight is converted by plants into energy.
Scrambled: [Photosynthesis] [the] [when] [plants] [energy] [.] [occurs] [convert] [sunlight] [browse] [is] [converted] [into] [by]
Answers (formatted):
1. [Photosynthesis] [occurs] [when] [plants] [convert] [sunlight] [into] [energy] [.]
2. [In] [Photosynthesis] [,] [sunlight] [is] [converted] [by] [plants] [into] [energy] [.]",False,,32.55183982849121
Photosynthesis,Grade 10,"Question: Unscramble the words to form a valid sentence about the process of photosynthesis.
Answers:
1. Photosynthesis converts sunlight, water, and carbon dioxide into oxygen and glucose.
2. Sunlight, water, and carbon dioxide are converted into oxygen and glucose during photosynthesis.
Scrambled: [water] [converts] [,] [sunlight] [glucose] [carbon] [and] [during] [.] [oxygen] [Photosynthesis] [dioxide] [into]
Answers (formatted):
1. [Photosynthesis] [converts] [sunlight] [,] [water] [,] [and] [carbon] [dioxide] [into] [oxygen] [and] [glucose] [.]
2. [Sunlight] [,] [water] [,] [and] [carbon] [dioxide] [are] [converted] [into] [oxygen] [and] [glucose] [during] [photosynthesis] [.]",True,"Question: Unscramble the words to form a valid sentence about the process of photosynthesis.
Options:
A. [Photosynthesis] [converts] [sunlight] [,] [water] [,] [and] [carbon] [dioxide] [into] [oxygen] [and] [glucose] [.]
B. [Sunlight] [,] [water] [,] [and] [carbon] [dioxide] [are] [converted] [into] [oxygen] [and] [glucose] [during] [photosynthesis] [.]
Scrambled: [water] [converts] [,] [sunlight] [glucose] [carbon] [and] [during] [.] [oxygen] [Photosynthesis] [dioxide] [into] [are]
Answer: false",42.614351987838745
Photosynthesis,Grade 10,"Question: Unscramble the words to form a valid statement about the process of photosynthesis.
Answers:
1. In photosynthesis, plants convert sunlight into chemical energy.
2. Photosynthesis allows plants to turn sunlight into sugar.
Scrambled: [sunlight] [.] [In] [into] [energy] [plants] [convert] [photosynthesis] [chemical] [sugar] [allows] [to] [turn]
Answers (formatted):
1. [In] [photosynthesis] [,] [plants] [convert] [sunlight] [into] [chemical] [energy] [.]
2. [Photosynthesis] [allows] [plants] [to] [turn] [sunlight] [into] [sugar] [.]",False,,11.37360692024231
Photosynthesis,Grade 10,"Question: Unscramble the words to form a valid sentence about photosynthesis process.
Answers:
1. Photosynthesis converts sunlight into chemical energy.
2. Chlorophyll in plants absorbs light for photosynthesis.
Scrambled: [converts] [energy] [.] [absorbs] [sunlight] [into] [in] [plants] [?] [chlorophyll] [chemical] [for] [light] [photosynthesis]
Answers (formatted):
1. [Photosynthesis] [converts] [sunlight] [into] [chemical] [energy] [.]
2. [Chlorophyll] [in] [plants] [absorbs] [light] [for] [photosynthesis] [.]",False,,6.789042949676514
Photosynthesis,Grade 10,"Question: Unscramble the words to form a valid sentence about the main process in photosynthesis.
Answers:
1. Plants convert sunlight into energy during photosynthesis.
2. During photosynthesis, plants convert sunlight into energy.
Scrambled: [sunlight] [during] [convert] [energy] [.] [into] [dogs] [plants] [photosynthesis]
Answers (formatted):
1. [Plants] [convert] [sunlight] [into] [energy] [during] [photosynthesis] [.]
2. [During] [photosynthesis] [,] [plants] [convert] [sunlight] [into] [energy] [.]",True,"Question: Unscramble the words to form a valid sentence about the main process in photosynthesis.
Options (scrambled):
A. [sunlight] [during] [convert] [energy] [.] [into] [plants] [photosynthesis]
B. [sunlight] [during] [.] [into] [convert] [energy]  [plants] [photosynthesis]
Answer:
A. [Plants] [convert] [sunlight] [into] [energy] [during] [photosynthesis] [.]
B. [During] [photosynthesis] [,] [plants] [convert] [sunlight] [into] [energy] [.]",32.044360876083374
Photosynthesis,Grade 10,"Question: Unscramble the words to form a valid sentence about photosynthesis that includes its essential components.
Answers:
1. In photosynthesis, plants convert sunlight, carbon dioxide, and water into oxygen and glucose.
2. Photosynthesis uses sunlight to convert water and carbon dioxide into oxygen and glucose in plants.
Scrambled: [oxygen] [convert] [sunlight] [,] [into] [and] [photosynthesis] [.] [carbon] [in] [water] [plants] [glucose] [dioxide] [uses]
Answers (formatted):
1. [In] [photosynthesis] [,] [plants] [convert] [sunlight] [,] [carbon] [dioxide] [,] [and] [water] [into] [oxygen] [and] [glucose] [.]
2. [Photosynthesis] [uses] [sunlight] [to] [convert] [water] [and] [carbon] [dioxide] [into] [oxygen] [and] [glucose] [in] [plants] [.]",False,,9.567400932312012
Photosynthesis,Grade 10,"Question: Unscramble the words to form a sentence about the process of photosynthesis.
Answers:
1. Plants produce glucose through photosynthesis.
2. Photosynthesis converts sunlight into energy for plants.
Scrambled: [produce] [energy] [through] [glucose] [.] [sunlight] [into] [plants] [Photosynthesis] [for] [converts]
Answers (formatted):
1. [Plants] [produce] [glucose] [through] [Photosynthesis] [.]
2. [Photosynthesis] [converts] [sunlight] [into] [energy] [for] [plants] [.]",False,,28.96377682685852
Photosynthesis,Grade 10,"Question: Unscramble the words to form a valid sentence about the process of photosynthesis.
Answers:
1. In photosynthesis, plants convert sunlight into glucose.
2. Photosynthesis is the process where plants convert sunlight into glucose.
Scrambled: [process] [locations] [,] [In] [.] [plants] [glucose] [convert] [sunlight] [into] [the] [Photosynthesis] [where]
Answers (formatted):
1. [In] [photosynthesis] [,] [plants] [convert] [sunlight] [into] [glucose] [.]
2. [Photosynthesis] [is] [the] [process] [where] [plants] [convert] [sunlight] [into] [glucose] [.]",True,"Question: Unscramble the words to form a valid sentence about the process of photosynthesis.
Options:
A. In photosynthesis, plants convert sunlight into glucose.
B. Photosynthesis is the process where plants convert sunlight into glucose.
Scrambled: [process] [,] [In] [.] [plants] [glucose] [convert] [sunlight] [into] [the] [Photosynthesis] [where]
Answer: Both A and B are correct.",29.357356071472168
Photosynthesis,Grade 10,"Question: Unscramble the words to form a valid sentence about the process of photosynthesis.
Answers:
1. Photosynthesis converts sunlight into chemical energy.
2. Sunlight is converted to chemical energy in photosynthesis.
Scrambled: [chemical] [energy] [photosynthesis] [into] [converts] [is] [sunlight] [in] [to] [.]
Answers (formatted):
1. [Photosynthesis] [converts] [sunlight] [into] [chemical] [energy] [.]
2. [Sunlight] [is] [converted] [to] [chemical] [energy] [in] [photosynthesis] [.]",False,,7.7166428565979
Physics calculation,Grade 10,"Question: Unscramble the words and symbols to find the correct equation for calculating distance using velocity and time.
Answers:
1. Distance = Velocity * Time
2. Time = Distance / Velocity
Scrambled: [*] [Time] [=] [?] [>] [/] [Velocity] [Distance]
Answers (formatted):
1. [Distance] [=] [Velocity] [*] [Time]
2. [Time] [=] [Distance] [/] [Velocity]",False,,11.876995086669922
Physics calculation,Grade 10,"Question: Unscramble the scrambled words to form a valid physics formula.
Answers:
1. Speed = Distance / Time
2. Time = Distance / Speed
Scrambled: [Speed] [=] [Time] [/] [Distance] [The]
Answers (formatted):
1. [Speed] [=] [Distance] [/] [Time]
2. [Time] [=] [Distance] [/] [Speed]",False,,18.262956142425537
Physics calculation,Grade 10,"Question: Unscramble the scrambled words to find the formula for calculating distance.
Answers:
1. Distance = Velocity x Time
2. Distance = Time x Velocity
Scrambled: [+] [=] [4] [x] [Velocity] [Time] [Distance]
Answers (formatted):
1. [Distance] [=] [Velocity] [x] [Time]
2. [Distance] [=] [Time] [x] [Velocity]",False,,14.85995602607727
Physics calculation,Grade 10,"Question: Unscramble the words and symbols to form a valid equation for calculating velocity.
Answers:
1. velocity = distance / time
2. v = d / t
Scrambled: [velocity] [=] [distance] [/] [time] [v] [d] [t]
Answers (formatted):
1. [velocity] [=] [distance] [/] [time]
2. [v] [=] [d] [/] [t]",False,,7.869478940963745
Physics calculation,Grade 10,"Question: Unscramble the scrambled words to form a valid formula for calculating distance.
Answers:
1. Distance = Velocity × Time
2. Time × Velocity = Distance
Scrambled: [Distance] [=] [Batman] [×] [Velocity] [Time]
Answers (formatted):
1. [Distance] [=] [Velocity] [×] [Time]
2. [Time] [×] [Velocity] [=] [Distance]",True,"Question: Unscramble the scrambled words to form a valid formula for calculating distance.
Scrambled: [Distance] [=] [Batman] [×] [Velocity] [Time]
Options:
A. Distance = Velocity × Time
B. Time × Velocity = Distance
C. Distance = Batman × Velocity
D. Batman × Velocity = Distance
Answer: A",18.93449592590332
Physics calculation,Grade 10,"Question: Unscramble the words to find a valid equation for calculating distance with velocity and time.
Answers:
1. Distance = Velocity × Time
2. Time = Distance ÷ Velocity
Scrambled: [=] [×] [Time] [÷] [Distance] [Velocity]
Answers (formatted):
1. [Distance] [=] [Velocity] [×] [Time]
2. [Time] [=] [Distance] [÷] [Velocity]",False,,5.7232348918914795
Physics calculation,Grade 10,"Question: Unscramble the words to form a valid formula for calculating speed.
Answers:
1. Speed = Distance ÷ Time
2. Time = Distance ÷ Speed
Scrambled: [Speed] [=] [Distance] [÷] [Time] [.] [Formula]
Answers (formatted):
1. [Speed] [=] [Distance] [÷] [Time]
2. [Time] [=] [Distance] [÷] [Speed]",False,,10.36528205871582
Physics calculation,Grade 10,"Question: Unscramble the words to form a valid formula for the calculation of final velocity in kinematics.
Answers:
1. vf = vi + at
2. vf = at + vi
Scrambled: [vf] [=] [t] [-] [ru] [vi] [a] [+]
Answers (formatted):
1. [vf] [=] [vi] [+] [a] [t]
2. [vf] [=] [a] [t] [+] [vi]",False,,11.136456966400146
Physics calculation,Grade 10,"Question: Unscramble the scrambled words to find a valid formula for calculating acceleration.
Answers:
1. a = (vf - vi) / t
2. (vf - vi) / t = a
Scrambled: [=] [)] [(-] [vi] [vf] [a] [/] [t] [(]
Answers (formatted):
1. [a] [=] [(] [vf] [-] [vi] [)] [/] [t]
2. [(] [vf] [-] [vi] [)] [/] [t] [=] [a]",False,,9.111232042312622
Physics calculation,Grade 10,"Question: Unscramble the scrambled words to find a valid formula for calculating average velocity.
Answers:
1. Average velocity = (Initial velocity + Final velocity) / 2
2. (Initial velocity + Final velocity) / 2 = Average velocity
Scrambled: [3] [Average] [velocity] [=] [.] [(] [Initial] [cats] [+] [Final] [2] [)] [/]
Answers (formatted):
1. [Average] [velocity] [=] [(] [Initial] [+] [Final] [)] [/] [2]
2. [(] [Initial] [+] [Final] [)] [/] [2] [=] [Average] [velocity]",False,,33.19219493865967
Physics,Grade 1,"Question: Unscramble the words to form a sentence about the states of matter.
Answers:
1. There are three main states of matter: solid, liquid, and gas.
2. Solid, liquid, and gas are the three main states of matter.
Scrambled: [states] [main] [,] [three] [of] [gas] [and] [solid] [.] [liquid] [matter] [are] [the] [There]
Answers (formatted):
1. [There] [are] [three] [main] [states] [of] [matter][:] [solid] [,] [liquid] [,] [and] [gas] [.]
2. [Solid] [,] [liquid] [,] [and] [gas] [are] [the] [three] [main] [states] [of] [matter] [.]",True,,26.08743691444397
Physics,Grade 1,"Question: Unscramble the words to form a valid sentence about a force in physics.
Answers:
1. A push or pull is a force.
2. A force is a push or pull.
Scrambled: [is] [or] [an] [.] [A] [force] [move] [push] [pull]
Answers (formatted):
1. [A] [push] [or] [pull] [is] [a] [force] [.]
2. [A] [force] [is] [a] [push] [or] [pull] [.]",False,,36.13128399848938
Physics,Grade 1,"Question: Unscramble the words to form a valid sentence related to forces.
Answers:
1. He pushes the car.
2. She pulls the wagon.
Scrambled: [wagon] [pushes] [He] [.] [pulls] [the] [car] [She]
Answers (formatted):
1. [He] [pushes] [the] [car] [.]
2. [She] [pulls] [the] [wagon] [.]",False,,8.413267850875854
Physics,Grade 1,"Question: Unscramble the words to form a valid sentence about gravity.
Answers:
1. Gravity pulls objects toward the ground.
2. Objects are pulled toward the ground by gravity.
Scrambled: [pulls] [toward] [gravity] [ground] [.] [are] [the] [Objects] [by]
Answers (formatted):
1. [Gravity] [pulls] [objects] [toward] [the] [ground] [.]
2. [Objects] [are] [pulled] [toward] [the] [ground] [by] [gravity] [.]",False,,23.975144863128662
Physics,Grade 1,"Question: Unscramble the words to identify a state of matter.
Answers:
1. Solid
2. Liquid
Scrambled: [liquid] [cat] [solid] [?]
Answers (formatted):
1. [solid]
2. [liquid]",True,"Question: Unscramble the words to identify a state of matter.
Options:
A. [liquid]
B. [cat]
C. [solid]
D. [gas]
Answers:
1. C. [solid]
2. A. [liquid]
3. D. [gas]",19.444534063339233
Physics,Grade 1,"Question: Unscramble the words to form a valid sentence about forces.
Answers:
1. Push is a force that moves away.
2. Pull is a force that comes closer.
Scrambled: [away] [.] [comes] [push] [pull] [force] [closer] [that] [is] [a] [moves]
Answers (formatted):
1. [Push] [is] [a] [force] [that] [moves] [away] [.]
2. [Pull] [is] [a] [force] [that] [comes] [closer] [.]",False,,25.268796920776367
Physics,Grade 1,"Question: Unscramble the words to identify a state of matter for water.
Answers:
1. Solid
2. Liquid
Scrambled: [frog] [Solid] [pie] [Liquid]
Answers (formatted):
1. [Solid]
2. [Liquid]",False,,9.71055006980896
Physics,Grade 1,"Question: Unscramble the words to form a valid sentence about push or pull.
Answers:
1. I can push the door to open it.
2. I can pull the door to open it.
Scrambled: [door] [I] [can] [to] [.] [push] [pull] [open] [it]
Answers (formatted):
1. [I] [can] [push] [the] [door] [to] [open] [it] [.]
2. [I] [can] [pull] [the] [door] [to] [open] [it] [.]",False,,7.962078094482422
Physics,Grade 1,"Question: Unscramble the words to form a valid statement about what causes objects to fall to the ground.
Answers:
1. Gravity pulls objects to the ground.
2. Objects fall to the ground due to gravity.
Scrambled: [the] [fall] [.] [objects] [to] [due] [-]: [ground] [gravity] [pulls]
Answers (formatted):
1. [Gravity] [pulls] [objects] [to] [the] [ground] [.]
2. [Objects] [fall] [to] [the] [ground] [due] [to] [gravity] [.]",False,,10.688493013381958
Physics,Grade 1,"Question: Unscramble the scrambled words to form a sentence about forces.
Answers:
1. A push is a force that moves an object away.
2. A pull is a force that brings an object closer.
Scrambled: [object] [-] [push] [A] [.] [closer] [away] [and] [force] [is] [pull] [brings] [moves] [that] [an]
Answers (formatted):
1. [A] [push] [is] [a] [force] [that] [moves] [an] [object] [away] [.]
2. [A] [pull] [is] [a] [force] [that] [brings] [an] [object] [closer] [.]",False,,7.480017185211182
Biology,Grade 5,"Question: Unscramble the words to form a valid sentence about the process of photosynthesis.
Answers:
1. Photosynthesis converts sunlight into chemical energy.
2. In photosynthesis, water and carbon dioxide are converted into glucose and oxygen.
Scrambled: [Photosynthesis] [converts] [.] [sunlight] [into] [chemical] [energy] [water] [carbon] [dioxide] [In] [glucose] [and] [oxygen]
Answers (formatted):
1. [Photosynthesis] [converts] [sunlight] [into] [chemical] [energy] [.]
2. [In] [photosynthesis] [,] [water] [and] [carbon] [dioxide] [are] [converted] [into] [glucose] [and] [oxygen] [.]",True,"Question: Unscramble the words to form a valid sentence about the process of photosynthesis.
Scrambled: [Photosynthesis] [converts] [.] [sunlight] [into] [chemical] [energy] [water] [carbon] [dioxide] [In] [glucose] [and] [oxygen] [are]
Options:
1. Photosynthesis converts sunlight into chemical energy.
2. In photosynthesis, water and carbon dioxide are converted into glucose and oxygen.
Answer: Both options are correct, so the answer is 1 and 2.",40.45020079612732
Biology,Grade 5,"Question: Unscramble the words to form a sentence about photosynthesis.
Answers:
1. Photosynthesis is how plants make food.
2. Plants make food through photosynthesis.
Scrambled: [is] [plants] [how] [through] [?] [make] [food] [Photosynthesis]
Answers (formatted):
1. [Photosynthesis] [is] [how] [plants] [make] [food] [.]
2. [Plants] [make] [food] [through] [Photosynthesis] [.]",False,,8.948547124862671
Biology,Grade 5,"Question: Unscramble the words to form a coherent sentence about photosynthesis in plants.
Answers:
1. Plants use sunlight to produce food through photosynthesis.
2. Through photosynthesis, plants convert sunlight into food.
Scrambled: [sunlight] [in] [through] [to] [plants] [convert] [create] [.] [use] [food] [photosynthesis]
Answers (formatted):
1. [Plants] [use] [sunlight] [to] [produce] [food] [through] [photosynthesis] [.]
2. [Through] [photosynthesis] [,] [plants] [convert] [sunlight] [into] [food] [.]",False,,4.347961902618408
Biology,Grade 5,"Question: Unscramble the words to form a sentence about the habitat of polar bears.
Answers:
1. Polar bears live in the Arctic.
2. The Arctic is home to polar bears.
Scrambled: [hammock] [live] [Arctic] [the] [!] [in] [bears] [Polar] [is] [home] [to]
Answers (formatted):
1. [Polar] [bears] [live] [in] [the] [Arctic]
2. [The] [Arctic] [is] [home] [to] [polar] [bears]",False,,5.274106025695801
Biology,Grade 5,"Question: Unscramble the words to form a valid sentence about animal adaptations.
Answers:
1. Camouflage helps animals blend in with their environment.
2. Some animals hibernate during winter to survive.
Scrambled: [Camouflage] [their] [winter] [animals] [to] [.] [during] [some] [environment] [in] [hibernate] [helps] [blend] [with] [survive]
Answers (formatted):
1. [Camouflage] [helps] [animals] [blend] [in] [with] [their] [environment] [.]
2. [Some] [animals] [hibernate] [during] [winter] [to] [survive] [.]",False,,29.118462085723877
Biology,Grade 5,"Question: Unscramble the words to correctly classify a lion in the animal kingdom.
Answers:
1. A lion is a mammal.
2. A lion belongs to the mammals.
Scrambled: [to] [lion] [A] [mammals] [the] [is] [belongs] [a] [mammal] [.]
Answers (formatted):
1. [A] [lion] [is] [a] [mammal] [.]
2. [A] [lion] [belongs] [to] [the] [mammals] [.]",False,,15.437691926956177
Biology,Grade 5,"Question: Unscramble the words to form a valid statement about photosynthesis.
Answers:
1. Plants produce oxygen and glucose through photosynthesis.
2. Photosynthesis creates glucose and oxygen in plants.
Scrambled: [and] [plants] [oxygen] [in] [.] [through] [glucose] [produce] [Photosynthesis] [creates] [the] [Plants]
Answers (formatted):
1. [Plants] [produce] [oxygen] [and] [glucose] [through] [Photosynthesis] [.]
2. [Photosynthesis] [creates] [glucose] [and] [oxygen] [in] [plants] [.]",False,,5.625720024108887
Biology,Grade 5,"Question: Unscramble the scrambled words to form a valid sentence about the classification of animals.
Answers:
1. Mammals are warm-blooded animals with fur or hair.
2. Reptiles are cold-blooded animals with scales.
Scrambled: [with] [scales] [cold-blooded] [or] [Mammals] [are] [warm-blooded] [.] [Reptiles] [animals] [fur] [hair] [and]
Answers (formatted):
1. [Mammals] [are] [warm-blooded] [animals] [with] [fur] [or] [hair] [.]
2. [Reptiles] [are] [cold-blooded] [animals] [with] [scales] [.]",False,,5.987634181976318
Biology,Grade 5,"Question: Unscramble the words to form a valid sentence about photosynthesis.
Answers:
1. Plants convert sunlight into energy through photosynthesis.
2. Photosynthesis allows plants to transform energy from sunlight.
Scrambled: [into] [convert] [sunlight] [energy] [Plants] [.] [allows] [through] [transform] [photosynthesis] [to]
Answers (formatted):
1. [Plants] [convert] [sunlight] [into] [energy] [through] [photosynthesis] [.]
2. [Photosynthesis] [allows] [plants] [to] [transform] [energy] [from] [sunlight] [.]",False,,34.25556516647339
Biology,Grade 12,"Question: Unscramble the scrambled words to form a valid statement about photosynthesis.
Answers:
1. Photosynthesis converts sunlight into chemical energy.
2. Plants use photosynthesis to produce glucose.
Scrambled: [converts] [energy] [.] [chemical] [glucose] [Photosynthesis] [into] [sunlight] [to] [produce] [Plants] [use]
Answers (formatted):
1. [Photosynthesis] [converts] [sunlight] [into] [chemical] [energy] [.]
2. [Plants] [use] [Photosynthesis] [to] [produce] [glucose] [.]",False,,24.224796056747437
Biology,Grade 12,"Question: Unscramble the scrambled words to form a valid statement about photosynthesis.
Answers:
1. Photosynthesis converts sunlight into chemical energy.
2. Plants use photosynthesis to create energy.
Scrambled: [sunlight] [chemical] [Photosynthesis] [energy] [into] [plants] [creates] [converts] [.] [use] [to]
Answers (formatted):
1. [Photosynthesis] [converts] [sunlight] [into] [chemical] [energy] [.]
2. [Plants] [use] [photosynthesis] [to] [create] [energy] [.]",False,,19.93173885345459
Biology,Grade 12,"Question: Unscramble the words to form a valid sentence about the function of the mitochondria.
Answers:
1. The mitochondria produce energy for the cell.
2. Mitochondria generate energy in the cell.
Scrambled: [energy] [.] [the] [produce] [for] [dojo] [cell] [mitochondria] [generate] [in] [The]
Answers (formatted):
1. [The] [mitochondria] [produce] [energy] [for] [the] [cell] [.]
2. [Mitochondria] [generate] [energy] [in] [the] [cell] [.]",True,"Question: Unscramble the words to form a valid sentence about the function of the mitochondria.
Options:
A. [The] [mitochondria] [produce] [energy] [for] [the] [cell] [.]
B. [Mitochondria] [generate] [energy] [in] [the] [cell] [.]
C. None
D. None
Answer: A/B
Updated Scrambled: [energy] [.] [the] [produce] [for] [cell] [mitochondria] [generate] [in] [The]",23.905686140060425
Biology,Grade 12,"Question: Unscramble the words to form a valid sentence about the process of photosynthesis.
Answers:
1. Photosynthesis converts light energy into chemical energy.
2. Plants utilize sunlight to perform photosynthesis.
Scrambled: [utilize] [converts] [.] [energy] [light] [Photosynthesis] [to] [sunlight] [chemical] [perform] [Plants]
Answers (formatted):
1. [Photosynthesis] [converts] [light] [energy] [into] [chemical] [energy] [.]
2. [Plants] [utilize] [sunlight] [to] [perform] [Photosynthesis] [.]",False,,9.718739986419678
Biology,Grade 12,"Question: Unscramble the scrambled words to form a valid sentence about the process of photosynthesis.
Answers:
1. Photosynthesis occurs in chloroplasts and produces oxygen and glucose.
2. Chloroplasts facilitate the photosynthesis process, producing oxygen and glucose.
Scrambled: [photons] [.] [in] [facilitate] [produces] [glucose] [chloroplasts] [process] [the] [and] [Photosynthesis] [oxygen]
Answers (formatted):
1. [Photosynthesis] [occurs] [in] [chloroplasts] [and] [produces] [oxygen] [and] [glucose] [.]
2. [Chloroplasts] [facilitate] [the] [photosynthesis] [process] [producing] [oxygen] [and] [glucose] [.]",True,"Question: Unscramble the scrambled words to form a valid sentence about the process of photosynthesis.
Options:
A. Photosynthesis occurs in chloroplasts and produces oxygen and glucose.
B. Chloroplasts facilitate the photosynthesis process, producing oxygen and glucose.
C. Photosynthesis in chloroplasts and produces photons, oxygen, glucose.
D. Chloroplasts facilitate the process of photosynthesis, producing photons, oxygen, and glucose.
Answer: D",33.35387992858887
Biology,Grade 12,"Question: Unscramble the words to form a valid statement about photosynthesis.
Answers:
1. Photosynthesis occurs in chloroplasts.
2. Chloroplasts are responsible for photosynthesis.
Scrambled: [chloroplasts] [in] [.] [occurs] [are] [sparta] [for] [Photosynthesis] [responsible]
Answers (formatted):
1. [Photosynthesis] [occurs] [in] [chloroplasts] [.]
2. [Chloroplasts] [are] [responsible] [for] [Photosynthesis] [.]",False,,18.51010799407959
Biology,Grade 12,"Question: Unscramble the words to form a valid statement about the nucleus of a cell.
Answers:
1. The nucleus contains genetic material in a cell.
2. In a cell, the nucleus contains genetic material.
Scrambled: [material] [contains] [a] [.] [genetic] [cell] [The] [nucleus] [in]
Answers (formatted):
1. [The] [nucleus] [contains] [genetic] [material] [in] [a] [cell] [.]
2. [In] [a] [cell] [,] [the] [nucleus] [contains] [genetic] [material] [.]",False,,30.231924057006836
Biology,Grade 12,"Question: Unscramble the words to form a valid statement about photosynthesis.
Answers:
1. Plants use sunlight to convert water and carbon dioxide into glucose.
2. Photosynthesis takes place in the chloroplasts of plant cells.
Scrambled: [sunlight] [Plants] [.] [into] [convert] [use] [cells] [water] [in] [carbon] [chloroplasts] [the] [place] [takes] [dioxide] [of] [and] [plant] [to] [Photosynthesis] [glucose]
Answers (formatted):
1. [Plants] [use] [sunlight] [to] [convert] [water] [and] [carbon] [dioxide] [into] [glucose] [.]
2. [Photosynthesis] [takes] [place] [in] [the] [chloroplasts] [of] [plant] [cells] [.]",True,"Question: Unscramble the words to form a valid statement about photosynthesis.
Options:
A. Plants use sunlight to convert water and carbon dioxide into glucose.
B. Photosynthesis takes place in the chloroplasts of plant cells.
C. Plants use sunlight to convert carbon dioxide and water into glucose.
D. Photosynthesis occurs in the chloroplasts of plant cells.
Answer:
A. Plants use sunlight to convert water and carbon dioxide into glucose.
B. Photosynthesis takes place in the chloroplasts of plant cells.",21.66590690612793
Biology,Grade 12,"Question: Unscramble the words to form a valid sentence about an organelle found in plant cells.
Answers:
1. Chloroplasts are involved in photosynthesis.
2. Photosynthesis occurs in chloroplasts.
Scrambled: [and] [are] [.] [plants] [chloroplasts] [involved] [in] [dogs] [photosynthesis] [occurs]
Answers (formatted):
1. [Chloroplasts] [are] [involved] [in] [photosynthesis] [.]
2. [Photosynthesis] [occurs] [in] [chloroplasts] [.]",False,,7.542091131210327
